sentence,ground_truth_control,baseline_control,rag_control,ground_truth_applicable,baseline_applicable,rag_applicable,ground_truth_status,baseline_status,rag_status,baseline_time,rag_time,baseline_raw,rag_raw,retrieved_controls,retrieval_scores
Prosedur disiplin bertahap telah ditetapkan untuk pelanggaran kebijakan keamanan informasi.,A.6.4,A.5.1,A.6.4,Yes,Yes,Yes,Implemented,Implemented,Implemented,56.24,69.03,"{""control_id"": ""A.5.1"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Kebijakan yang disebutkan dalam kalimat audit sudah terdefinisikan dan direncanakan melalui prosedur bertahap untuk penanggulangan pelanggaran, yang sesuai dengan A.5.1 Kebijakan Keamanan Informasi."", ""recommendation"": ""Jika belum dilakukan, segera implementasikan kebijakan dan prosedur tersebut.""}","{""control_id"": ""A.6.4"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Kontrol ini mengacu pada prosedur pendisiplinan yang formal dan dikomunikasikan untuk mengambil tindakan terhadap personel yang melanggar kebijakan."", ""recommendation"": ""Jika belum ada, disarankan untuk menetapkan dan menerapkan prosedur pendisiplinan bertahap yang spesifik bagi pelanggaran kebijakan keamanan informasi.""}",A.6.4;A.5.36;A.5.1,0.7492;0.6249;0.6045
Prosedur offboarding mencakup pencabutan akses dan pengembalian aset dalam waktu 24 jam.,A.6.5,A.7.3,A.5.11,Yes,Yes,Yes,Implemented,Implemented,Implemented,43.45,85.63,"{""control_id"": ""A.7.3"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Prosedur offboarding yang mencakup pencabutan akses dan pengembalian aset dalam waktu 24 jam menangkap kebutuhan tentang pembatasan akses dan pemulihan infrastruktur fisik, sesuai dengan ISO 27001 Annex A."", ""recommendation"": ""Jika masih ada prosedur yang tidak mematuhi prinsip ini, segera perbaiki dan konsistennya dalam skrip bisnis.""}","{""control_id"": ""A.5.11"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Prosedur offboarding mencakup pencabutan akses dan pengembalian aset sesuai dengan kebijakan ISO 27001 yang mengatur prosedur pengeluaran perusahaan."", ""recommendation"": ""Periksa lagi apakah ada kesalahan waktu dalam proses offboarding dan pastikan bahwa semua akses dipanggil kembali secara tepat waktu.""}",A.5.11;A.5.14;A.6.5,0.4333;0.3827;0.3674
Semua karyawan dan kontraktor telah menandatangani perjanjian kerahasiaan sebelum mendapat akses.,A.6.6,A.6.2,A.6.6,Yes,Yes,Yes,Implemented,Implemented,Implemented,16.35,41.71,"{
  ""control_id"": ""A.6.2"",
  ""applicable"": ""Yes"",
  ""implementation_status"": ""Implemented"",
  ""justification"": ""Perjanjian kerahasiaan telah diterapkan untuk semua karyawan dan kontraktor yang memiliki akses ke informasi rahasia."",
  ""recommendation"": ""Kontrol sudah diimplementasikan dengan baik.""
}","{""control_id"": ""A.6.6"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Karyawan dan kontraktor telah menandatangani perjanjian kerahasiaan sebelum mendapat akses, sesuai dengan kebutuhan organisasi untuk perlindungan informasi."", ""recommendation"": ""Periksa kembali pengelolaan perjanjian tersebut dan tetapkan aturan yang jelas untuk memastikan semua pihak mematuhi syarat kerahasiaan.""}",A.6.6;A.6.1;A.6.2,0.5283;0.4874;0.4817
Semua karyawan dan kontraktor telah menandatangani perjanjian kerahasiaan sebelum mendapat akses.,A.6.6,A.5.2,A.6.6,Yes,Yes,Yes,Implemented,Implemented,Implemented,26.74,39.80,"{""control_id"": ""A.5.2"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Karyawan dan kontraktor telah menandatangani perjanjian kerahasiaan sebelum mendapat akses, memastikan bahwa informasi rahasia tetap aman."", ""recommendation"": ""Tidak ada rekomendasi yang diperlukan untuk kontrol ini.""}","{""control_id"": ""A.6.6"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Perjanjian kerahasiaan telah diidentifikasi dan didokumentasikan sesuai dengan kebutuhan organisasi untuk perlindungan informasi."", ""recommendation"": """"}",A.6.6;A.6.1;A.6.2,0.5283;0.4874;0.4817
Kebijakan kerja jarak jauh mencakup VPN wajib dan enkripsi perangkat untuk semua karyawan remote.,A.6.7,A.5.1,A.6.7,Yes,Yes,Yes,Implemented,Implemented,Implemented,28.96,50.83,"{""control_id"": ""A.5.1"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Kebijakan kerja jarak jauh yang mencakup teknologi pengamanan seperti VPN dan enkripsi perangkat menjamin keamanan transmisi data di antara karyawan remote dan organisasi."", ""recommendation"": ""Jika tidak sudah diterapkan, segera implementasikan kebijakan ini untuk memastikan semua karyawan remote menggunakan teknologi pengamanan yang tepat.""}","{""control_id"": ""A.6.7"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Kebijakan kerja jarak jauh mencakup teknologi dan prosedur autentikasi yang aman, sesuai dengan A.6.7."", ""recommendation"": """"}",A.6.7;A.8.21;A.8.5,0.6542;0.5013;0.4931
Kebijakan kerja jarak jauh mencakup VPN wajib dan enkripsi perangkat untuk semua karyawan remote.,A.6.7,A.8.2,A.6.7,Yes,Yes,Yes,Implemented,Implemented,Implemented,37.25,44.27,"{
  ""control_id"": ""A.8.2"",
  ""applicable"": ""Yes"",
  ""implementation_status"": ""Implemented"",
  ""justification"": ""Bijakan kerja jarak jauh meliputi kebijakan untuk menggunakan perangkat enkripsi dan Virtual Private Network (VPN) yang wajib untuk karyawan remote, sesuai dengan konteks ini."",
  ""recommendation"": ""Pastikan pengawasan regulasi dan teknis terhadap implementasi kebijakan ini untuk memastikan semua karyawan remote mematuhi kebijakan tersebut.""
}","{""control_id"": ""A.6.7"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Kebijakan kerja jarak jauh yang mencakup teknologi dan prosedur autentikasi aman menunjukkan bahwa kontrol ini telah diimplementasikan."", ""recommendation"": """"}",A.6.7;A.8.21;A.8.5,0.6542;0.5013;0.4931
Karyawan bekerja dari rumah tanpa VPN dan menggunakan jaringan Wi-Fi publik untuk mengakses sistem kantor.,A.6.7,A.8.3,A.6.7,Yes,Yes,Yes,Not Implemented,Not Implemented,Partially Implemented,30.98,64.17,"{
  ""control_id"": ""A.8.3"",
  ""applicable"": ""Yes"",
  ""implementation_status"": ""Not Implemented"",
  ""justification"": ""Karyawan menggunakan jaringan Wi-Fi publik tanpa penyebaran keamanan yang memadai, mengarah pada risiko pengambilalihan akses."",
  ""recommendation"": ""Implementasikan kebijakan untuk membatasi dan mendiagnosis akses jaringan public yang digunakan karyawan saat bekerja dari rumah.""
}","{""control_id"": ""A.6.7"", ""applicable"": ""Yes"", ""implementation_status"": ""Partially Implemented"", ""justification"": ""Peraturan keamanan jarak jauh belum diimplementasikan secara komprehensif, termasuk penggunaan protokol seperti Virtual Private Network (VPN). Penggunaan Wi-Fi publik juga mengancam privasi dan integritas data."", ""recommendation"": ""Menyusun peraturan keamanan kerja jarak jauh yang menyertakan penggunaan VPN dan membatasi akses jaringan publik.""}",A.6.7;A.7.3;A.7.11,0.5304;0.4390;0.4372
Karyawan bekerja dari rumah tanpa VPN dan menggunakan jaringan Wi-Fi publik untuk mengakses sistem kantor.,A.6.7,A.7.1,A.6.7,Yes,Yes,Yes,Not Implemented,Partially Implemented,Partially Implemented,40.36,59.93,"{
  ""control_id"": ""A.7.1"", 
  ""applicable"": ""Yes"",
  ""implementation_status"": ""Partially Implemented"",
  ""justification"": ""Karyawan menggunakan jaringan Wi-Fi publik yang tidak aman untuk mengakses sistem kantor, sesuai dengan konteks penggunaan jaringan terbuka dan sensitif data."",
  ""recommendation"": ""Penerapan kebijakan VPN atau metode proteksi firewall pada jaringan Wi-Fi publik untuk membatasi akses ke sistem kantor.""
}","{
  ""control_id"": ""A.6.7"",
  ""applicable"": ""Yes"",
  ""implementation_status"": ""Partially Implemented"",
  ""justification"": ""Karyawan bekerja dari rumah tanpa kebijakan keamanan VPN yang tepat dan tidak menggunakan jaringan Wi-Fi publik untuk mengakses sistem kantor."",
  ""recommendation"": ""Implementasikan kebijakan keamanan VPN dan aturan penggunaan jaringan Wi-Fi publik bagi karyawan yang bekerja dari rumah.""
}",A.6.7;A.7.3;A.7.11,0.5304;0.4390;0.4372
Portal pelaporan insiden keamanan tersedia 24/7 dan semua karyawan telah dilatih cara menggunakannya.,A.6.8,A.6.8,A.6.3,Yes,Yes,Yes,Implemented,Implemented,Implemented,33.71,62.36,"{""control_id"": ""A.6.8"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Kontrol ini memastikan bahwa semua personil yang berhubungan dengan keamanan informasi telah dilatih dan siap untuk melaksanakan tugasnya."", ""recommendation"": ""Jika belum, proses pelatihan harus diperkuat dan dikontrol untuk memastikan bahwa semua karyawan telah dijalani latihan tersebut.""}","{""control_id"": ""A.6.3"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Karyawan telah dilatih cara menggunakan portal pelaporan insiden, menunjukkan bahwa organisasi telah melakukan kesadaran, pendidikan dan pelatihan keamanan informasi."", ""recommendation"": ""Tidak ada perbaikan yang diperlukan.""}",A.6.8;A.6.3;A.7.4,0.5647;0.5343;0.4945
Portal pelaporan insiden keamanan tersedia 24/7 dan semua karyawan telah dilatih cara menggunakannya.,A.6.8,A.6.1,A.6.3,Yes,Yes,Yes,Implemented,Implemented,Implemented,37.67,57.40,"{
    ""control_id"": ""A.6.1"",
    ""applicable"": ""Yes"",
    ""implementation_status"": ""Implemented"",
    ""justification"": ""Kontrol A.6.1 merujuk pada peran manajer IT dan SDM dalam organisasi, yang termasuk pelatihan karyawan tentang berbagai aspek keamanan informasi. Keterampilan ini penting untuk penggunaan portal pelaporan insiden."",
    ""recommendation"": ""Dapatkan verifikasi bahwa semua karyawan telah mencapai tingkat pemahaman yang diharapkan terkait penggunaan portal pelaporan insiden.""
}","{""control_id"": ""A.6.3"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Karyawan telah dilatih untuk menggunakan portal pelaporan insiden keamanan yang tersedia 24/7, menunjukkan bahwa organisasi telah memenuhi kewajiban mengenai kesadaran, pendidikan, dan pelatihan keamanan informasi."", ""recommendation"": """"}",A.6.8;A.6.3;A.7.4,0.5647;0.5343;0.4945
Perimeter keamanan fisik dengan kartu akses dan CCTV telah diterapkan di semua gedung kantor.,A.7.1,A.7.1,A.7.1,Yes,Yes,Yes,Implemented,Implemented,Implemented,31.40,53.35,"{""control_id"": ""A.7.1"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Perimeter keamanan fisik yang termasuk kartu akses dan CCTV menunjukkan bahwa organisasi telah menerapkan kontrol ini."", ""recommendation"": ""Jika belum dilakukan, lakukan evaluasi dan implementasikan perbaikan untuk meningkatkan efektivitas sistem tersebut.""}","{""control_id"": ""A.7.1"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Kontrol ini sangat sesuai karena perusahaan telah mengimplementasikan perimeter keamanan fisik dengan kartu akses dan sistem CCTV."", ""recommendation"": """"}",A.7.4;A.7.3;A.7.1,0.7434;0.7081;0.6904
Perimeter keamanan fisik dengan kartu akses dan CCTV telah diterapkan di semua gedung kantor.,A.7.1,A.7.16,A.7.4,Yes,Yes,Yes,Implemented,Implemented,Implemented,37.23,46.19,"{
  ""control_id"": ""A.7.16"",
  ""applicable"": ""Yes"",
  ""implementation_status"": ""Implemented"",
  ""justification"": ""Perimeter keamanan fisik dengan kartu akses dan CCTV mencakup teknologi yang sesuai dengan kontrol ISO 27001 Annex A, yaitu A.7.16 (Kartu Akses dan Teknologi Keamanan Perimeter)."",
  ""recommendation"": ""Jika tidak sudah dilaksanakan, lakukan penambahan peraturan atau pengawasan yang lebih intensif untuk memastikan semua pintu masuk menggunakan kartu akses. Selain itu, pertimbangkan juga melakukan evaluasi CCTV secara berkala.""
}","{""control_id"": ""A.7.4"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Perimeter keamanan fisik dengan kartu akses dan CCTV telah diterapkan, yang sesuai dengan kontrol A.7.4 tentang Pemantauan keamanan fisik."", ""recommendation"": ""Berdasarkan audit, tidak ada rekomendasi perbaikan untuk kinerja implementasi kontrol ini.""}",A.7.4;A.7.3;A.7.1,0.7434;0.7081;0.6904
Kantor tidak memiliki kontrol akses fisik dan siapa saja dapat masuk tanpa identifikasi.,A.7.1,A.7.5,A.7.2,Yes,Yes,Yes,Not Implemented,Not Implemented,Not Implemented,29.38,47.40,"{""control_id"": ""A.7.5"", ""applicable"": ""Yes"", ""implementation_status"": ""Not Implemented"", ""justification"": ""Absence of physical access controls allows unauthorized personnel to enter the premises without identification, violating the principle of protecting information assets by controlling who can get close to them."", ""recommendation"": ""Implement physical access controls such as locks and card readers to ensure that only authorized individuals can enter the facility.""}","{""control_id"": ""A.7.2"", ""applicable"": ""Yes"", ""implementation_status"": ""Not Implemented"", ""justification"": ""Organisasi tidak memiliki kontrol masuk fisik yang sesuai untuk mengendalikan akses personel ke kantor dan ruangan."", ""recommendation"": ""Implementasikan sistem identifikasi dan kontrollan masuk yang tepat untuk memastikan hanya orang yang berwenang yang dapat masuk.""}",A.7.3;A.7.2;A.8.3,0.4345;0.4174;0.4000
Kantor tidak memiliki kontrol akses fisik dan siapa saja dapat masuk tanpa identifikasi.,A.7.1,A.7.2,A.7.2,Yes,Yes,Yes,Not Implemented,Not Implemented,Not Implemented,28.00,47.96,"{""control_id"": ""A.7.2"", ""applicable"": ""Yes"", ""implementation_status"": ""Not Implemented"", ""justification"": ""Tidak ada kontrol akses fisik yang diterapkan, sehingga kondisi ini berada di luar kewenangan control A.7.2."", ""recommendation"": ""Implementasikan sistem kontrol akses fisik untuk menghindari masuk tanpa identifikasi.""}","{""control_id"": ""A.7.2"", ""applicable"": ""Yes"", ""implementation_status"": ""Not Implemented"", ""justification"": ""Cetakan kantor tidak memiliki kontrol akses fisik yang efektif dan hanya personel berwenang yang diizinkan masuk."", ""recommendation"": ""Implementasikan sistem identifikasi dan log masuk untuk memastikan bahwa semua pergerakan orang dalam ruangan ditrack.""}",A.7.3;A.7.2;A.8.3,0.4345;0.4174;0.4000
Sistem kartu akses biometrik digunakan untuk mengontrol masuk ke ruang server dan area sensitif.,A.7.2,A.7.14,A.7.2,Yes,Yes,Yes,Implemented,Implemented,Implemented,32.52,51.17,"{
  ""control_id"": ""A.7.14"",
  ""applicable"": ""Yes"",
  ""implementation_status"": ""Implemented"",
  ""justification"": ""Sistem biometrik digunakan untuk mengontrol akses, yang sesuai dengan kontrol A.7.14 (Fisik) tentang pengamanan fisik."",
  ""recommendation"": ""Jaga privasi dan keamanan data biometrik agar tidak dicuri atau diterapkan secara ilegal.""
}","{""control_id"": ""A.7.2"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Sistem kartu akses biometrik digunakan untuk mengontrol masuk ke ruang server dan area sensitif, sesuai dengan kontrol A.7.2 yang mencakup penggunaan kamera dan sistem lainnya untuk pemantauan fisik."", ""recommendation"": ""Konfirmasi bahwa sistem kartu akses biometrik secara efektif bekerja dan dikontrol dengan benar.""}",A.8.5;A.7.4;A.7.2,0.5725;0.5630;0.5595
Sistem kartu akses biometrik digunakan untuk mengontrol masuk ke ruang server dan area sensitif.,A.7.2,A.7.5,A.7.2,Yes,Yes,Yes,Implemented,Implemented,Implemented,31.87,53.40,"{
  ""control_id"": ""A.7.5"",
  ""applicable"": ""Yes"",
  ""implementation_status"": ""Implemented"",
  ""justification"": ""Sistem kartu akses biometrik adalah contoh pengelolaan fisik yang penting."",
  ""recommendation"": ""Pastikan semua ruang server dan area sensitif telah diberi akses hanya kepada individu yang berwenang.""
}","{""control_id"": ""A.7.2"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Sistem kartu akses biometrik digunakan untuk mengontrol masuk ke ruang server dan area sensitif, sesuai dengan A.7.2 yang membahas kontrol masuk fisik."", ""recommendation"": ""Kontrol ini sudah berjalan dengan baik, tetapi perlu dilakukan evaluasi ulang secara berkala.""}",A.8.5;A.7.4;A.7.2,0.5725;0.5630;0.5595
Ruang server dikunci dengan akses terbatas dan dilengkapi dengan sistem pendingin serta deteksi kebakaran.,A.7.3,A.7.2,A.7.3,Yes,Yes,Yes,Implemented,Implemented,Implemented,28.31,48.95,"{""control_id"": ""A.7.2"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Kondisi server yang dikunci dan dilengkapi dengan sistem pendingin serta deteksi kebakaran sesuai dengan kontrol A.7.2 (Fisik: Ruang server disumbangkan)"", ""recommendation"": """"}","{""control_id"": ""A.7.3"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Ruang server dikunci dengan akses terbatas menunjukkan bahwa kontrol fisik telah diterapkan sesuai A.7.3."", ""recommendation"": ""Pastikan pengguna yang berwenang dapat mengakses ruang server ketika dibutuhkan untuk operasi.""}",A.7.11;A.8.20;A.7.3,0.4945;0.4863;0.4751
